sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
露璞方期辨，雕文幸既成。	丁居晦	琢玉		0		
暮齿忽将及，同心私自怜。	白居易	新岁赠梦得		0		
一盖之中千土呈，十方世界俱能照。	敦煌曲子	其五 维摩托疾二十八首		0		
既睹肤先合，还欣尺有盈。	李隆基	喜雪		0		
家山苍翠万馀尺，藜杖楮冠输老儿。	杜荀鹤	白发吟		0		
野老祷神鸦噪庙，猎人冲雪鹿惊林。	杜荀鹤	送僧赴黄山沐汤泉兼参禅宗长老		0		
因言遣妖术，灭绝由本根。	元稹	赛神		0		
巫峡去家远，不堪魂断空。	吴商浩	巫峡听猿		0		
庭果自从霜后熟，野猿频向屋边闻。	杜荀鹤	山中寄诗友		0		
朝容欣旧则，宸化美初纲。	沈佺期	答魑魅代书寄家人		0		
津桥东北斗亭西，到此令人诗思迷。	白居易	天津桥		0		
近得君苗信，时教旅思宽。	皎然	送韦秀才		0		
今日与君临水别，可怜春尽宋亭中。	元稹	送孙胜		0		
歘临幽虚天，万想皆摆落。	皮日休	其二 晓次神景宫		0		
盛服去尚早，假寐须臾间。	白居易	和微之诗二十三首 和栉沐寄道友		0		
馀生于此足，不欲返韶阳。	皎然	因游支硎寺寄邢端公		0		
低拂往来冠盖，朦胧春色满皇州。	毛文锡	柳含烟 其三		0		
针灸阻朋曹，糠籺对童孺。	杜甫	雨		0		
最爱一泉新引得，清泠屈曲绕阶流。	白居易	重题 其二		0		
上申心款曲，下叙时轗轲。	白居易	郡斋暇日辱常州陈郎中使君早春晚坐水西馆书事诗十六韵见寄亦以十六韵酬之		0		
洛中有小宅，渭上有别墅。	白居易	自咏五首 其五		0		
兽形云不一，弓势月初三。	白居易	秋思		0		
文章曹植波澜阔，服食刘安德业尊。	杜甫	追酬故高蜀州人日见寄		0		
乘月披金帔，连星解琼佩。	王勃	忽梦游仙		0		
岳阳贤刺史，念此为俗屯。	元稹	赛神		0		
魄微入魂牝牡结，阳呴阴滋神鬼灭。	希道	授炙毂子歌二首 其二		0		
逢人不喜谈时事，养性惟便读道书。	李昉	昉著灸数朝废吟累日继披佳什莫匪正声亦贡七章补为十首学颦之诮诚所甘心 其七		0		
由是推天运，从兹乐性场。	白居易	渭村退居寄礼部崔侍郎翰林钱舍人诗一百韵		0		
南院今秋游宴少，西坊近日往来频。	白居易	代林园戏赠		0		
柳恽在江南，祗赋汀洲诗。	白居易	裴侍中晋公以集贤林亭即事诗三十六韵见赠猥蒙徵和才拙词繁辄广为五百言以伸酬献		0		
寄语杨员外，山寒少茯苓。	杜甫	路逢襄阳杨少府入城戏呈杨员外绾		0		
自饮长生酒，逍遥谁得知。	吕岩	百字碑		0		
孤云不掩兴亡策，两角曾悬去住心。	王仁裕	题孤云绝顶淮阴祠		0		
昊天出华月，茂林延疏光。	杜甫	夏夜叹		0		
蕙帐夜琴澹，桂尊春酒浓。	白居易	题赠郑秘书徵君石沟溪隐居		0		
静临窗下开琴匣，闷向床头泼酒醅。	李中	思九江旧居三首 其一		0		
青溪先有蛟龙窟，竹石如山不敢安。	杜甫	绝句四首 其二		0		
我有所念人，隔在远远乡。	白居易	夜雨		0		
白首林园在，红尘车马回。	白居易	分司初到洛中偶题六韵兼戏呈冯尹		0		
世人逐势争奔走，沥胆堕肝惟恐后。	李颀	杂曲歌辞 行路难		0		
彤弓玈矢，以长诸侯。	于邵	唐检校右散骑常侍容州刺史李公去思颂		0		
四郊秦汉国，八水帝王都。	李显	登骊山高顶寓目		0		
君看孤松树，左右萝茑缠。	元稹	和乐天感鹤		0		
报主身已老，入朝病见妨。	杜甫	入衡州		0		
人皆欲得长年少，无那排门白发催。	王建	岁晚自感		0		
朝喜花艳春，暮悲花委尘。	杜荀鹤	春闺怨		0		
闲与先生话身事，浮名薄宦总悠悠。	杜荀鹤	夏日留题张山人林亭		0		
远见尔文章，知君草中伏。	元稹	雉媒		0		
可怜楚破息，肠断息夫人。	宋之问	息夫人		0		
无由得与君携手，同凭栏干一望乡。	白居易	寄题杨万州四望楼		0		
真性随身有，勿于身外求。	司马承祯	太上升玄消灾护命妙经颂		0		
汉景称钦明，滥罚犹如斯。	吴筠	览古十四首 其九		0		
断榆翻作柳，判鬼却为人。	王梵志	诗并序 其九十七		0		
经乱后囊新卷轴，出山来见旧公卿。	杜荀鹤	投宣谕张侍郎乱后遇毗陵		0		
忆昔携村酒，相将上钓船。	李中	江南重会友人感旧二首 其二		0		
钓人不钓鱼，七十得文王。	白居易	渭上偶钓		0		
赠君一法决狐疑，不用钻龟与祝蓍。	白居易	放言五首 其三		0		
汲泉频灌溉，买土更封培。	李昉	依韵奉和千叶玫瑰之什		0		
凡吊先生者，多伤荆棘间。	杜荀鹤	经九华费徵君墓		0		
秦皇尧舜俱腐骨，我可奈何兮又进一杯歌复歌。	元稹	有酒十章 其六		0		
一阵叆叇气，隐隐生湖东。	皮日休	其八 缥缈峰		0		
唯应抚灵运，暂是忆嘉宾。	李端	慈恩寺怀旧		0		
祯符龙马出，宝箓凤凰传。	杜审言	和李大夫嗣真奉使存抚河东		0		
轻花细叶满林端，昨夜春风晓色寒。	宋雍	春日		0		
田园何用问，强半属他人。	白居易	埇桥旧业		0		
药名却笑桐君少，年纪翻嫌竹祖低。	皮日休	重玄寺元达年逾八十好种名药凡所植者多至自天台四明包山句曲丛翠纷糅各可指名余奇而访之因题二章 其一		0		
尚觉王孙贵，豪家意颇浓。	杜甫	李监宅		0		
松声寒后远，潭色雨馀新。	李咸用	赠山僧		0		
天地气和融霁色，池台日暖烧春光。	李山甫	寒食二首 其二		0		
有起皆因灭，无暌不暂同。	白居易	观幻		0		
案静方书古，堂空药气高。	皮日休	早春病中书事寄鲁望		0		
下头五点号龟星，尾上天江四横是。	王希明	其六 东方七宿		0		
万里八九月，一身西北风。	无名氏	无名氏之散句		0		
抚稚君休感，无儿我不伤。	元稹	谕子蒙		0		
莽苍凌江水，黄昏见塞花。	于鹄	送迁客二首 其一		0		
唯羡诸童子，持经在竹阴。	李端	同皇甫侍御题惟一上人房		0		
檐空燕静，山昏日沈。	李治	万年宫碑铭		0		
嵌空古墓失文种，突兀怪石疑防风。	元稹	酬郑从事四年九月宴望海亭次用旧韵		0		
东家名廖者，乡曲传姓辛。	李贺	自昌谷到洛后门		0		
换酒帩头把看，载莲艇子撑归。	皮日休	其二 胥口即事六言二首		0		
勤此苟不怠，令名日可存。	司空图	自诫		0		
故园何处在，零落五湖东。	李频	陕下怀归		0		
挥毫得妙，又全其真。	于邵	秦州都督吴公写真赞		0		
翛然非随时，夫君真吾曹。	皮日休	杂体诗 奉詶鲁望夏日四声四首 平声		0		
何因散地共徘徊，人道君才我不才。	白居易	赠皇甫庶子		0		
曹公迷楚泽，汉帝出平城。	李峤	雾		0		
春窗一觉风流梦，却是同袍不得知。	李商隐	闺情		0		
不向图经中旧见，无人知是蔡邕碑。	王建	题酸枣县蔡中郎碑		0		
橹声轧轧摇不前，看他撩乱张帆走。	李涉	却归巴陵途中走笔寄唐知言		0		
逮我守东郡，悽然怀所钦。	李德裕	东郡怀古二首 王京兆		0		
酒罢无多兴，帆开不少留。	白居易	西河雨夜送客		0		
风煖日暾暾，黄鹂飞近村。	岑参	春寻河阳陶处士别业		0		
香醅浅酌浮如蚁，雪鬓新梳薄似蝉。	白居易	花酒		0		
智者与愚者，尽归北邙山。	李山甫	遣怀		0		
琴兮琴兮在自然，不在徽金将轸玉。	李咸用	水仙操		0		
暗溪迟仙侣，寒涧闻松禽。	李益	合源溪期张计不至		0		
且持一杯酒，聊以开愁颜。	白居易	别杨颖士卢克柔殷尧藩		0		
天马来出月支窟，背为虎文龙翼骨。	李白	天马歌		0		
贫静似僧居，竹林依四壁。	白居易	曲生访宿		0		
再扶日月归行殿，却领山河镇梦刀。	杜光庭	赠蜀州刺史		0		
大雅久不作，吾衰竟谁陈。	李白	古风 其一		0		
河山非所恃，于焉鉴古今。	李世民	五言塞外同赋山夜临秋以临为韵		0		
常云三五夕，尽会妍神侣。	皮日休	其十七 圣姑庙		0		
白日须投分，青云合定交。	皮日休	新秋言怀寄鲁望三十韵		0		
犹欠一宵轮未满，紫霞红衬碧云端。	元稹	八月十四日夜玩月		0		
欲期明日东邻醉，变作腾腾一俗夫。	白居易	早春闻提壶鸟因题邻家		0		
刃边飒飒尘沙缺，瘢痕半是蛟龙血。	李涉	与弟渤新罗剑歌		0		
穷达未知他日事，是非皆到此时心。	李群玉	长沙紫极宫雨夜愁坐		0		
本自圆成，不劳机杼。	王梵志	兀然无事 其九		0		
他年一携手，摇艇入新安。	李白	见京兆韦参军量移东阳二首 其二		0		
江花何处最肠断，半落江流半在空。	元稹	使东川 江花落		0		
双星移旧石，孤月隐残灰。	沈佺期	奉和晦日驾幸昆明池应制		0		
归船不见见寒烟，离心远水共悠然。	皎然	往丹阳寻陆处士不遇		0		
卞玉何时献，初疑尚在荆。	丁居晦	琢玉		0		
白云晓湿寒山寺，红叶夜飞明月村。	方干	途中言事寄居远上人		0		
暂作宜阳客，深知太守贤。	戎昱	赠宜阳张使君		0		
非无官次第，其如身早衰。	元稹	寄隐客		0		
言笑形外阻，风仪想中觌。	皎然	妙喜寺高房期灵澈上人不至重招之一首		0		
凡圣闻珠谁不羡，瞥起心求浑不见。	慧藏	弄珠吟		0		
三年隔阔音尘断，两地飘零气味同。	白居易	忆微之		0		
公道甚平才自薄，丹霄好上力犹微。	李咸用	投所知		0		
悲端若能减，渭水亦应穷。	宋之问	邓国太夫人挽歌		0		
岁月不我与，蹉跎病于斯。	杜甫	咏怀二首 其一		0		
肠回为多别，骨瘦因积毁。	吴融	祝风三十二韵		0		
辱在短辕，不驾大辂。	白居易	唐故通议大夫和州刺史吴郡张公神道碑铭		0		
入帘轻吹催香印，落石幽泉杂磬音。	李中	题庐山东寺远大师影堂		0		
今古虽殊同一法，瞿昙抛却转轮王。	白居易	赠僧五首 宗实上人		0		
珊瑚鞭折声交戛，玉盘倾泻真珠滑。	无名氏	琵琶		0		
有竹一顷馀，乔木上参天。	杜甫	杜鹃		0		
岂唯身所得，兼示心无事。	白居易	旱热二首 其一		0		
冰壶动瑶碧，野水失蛟螭。	杜甫	赠崔十三评事公辅		0		
辔待袁丝揽，书期蜀客操。	李德裕	述梦诗四十韵		0		
山口月欲出，先照关城楼。	岑参	初过陇山途中呈宇文判官		0		
古来无此战争功，日日戈船卷海风。	李洞	金陵怀古		0		
尝闻陶彭泽，解印归匡庐。	王贞白	送建昌冯明府		0		
见酒无时节，未饮已欣然。	白居易	东园玩菊		0		
方知鼎贮神仙药，乞取刀圭一粒看。	吕岩	其一百三		0		
独向凤城持荐表，万人丛里有光辉。	王建	送司空神童		0		
树滋堪采菌，矶没懒垂钩。	李咸用	和殷衙推春霖即事		0		
未可逃名利，应须在缙绅。	李颀	送乔琳		0		
躞蹀仙峰下，腾骧渭水湾。	白行简	归马华山		0		
花将人共笑，篱外露繁枝。	李商隐	高花		0		
邑里春方晚，昆明花欲阑。	李颀	送司农崔丞		0		
偃亚长松树，侵临小石溪。	白居易	题遗爱寺前溪松		0		
万事此时休，百身何处赎。	白居易	和梦游春诗一百韵		0		
次到鍊丹井，井干翳宿莽。	皮日休	其五 游毛公坛		0		
我来值清秋，落叶飞苍穹。	吕从庆	登纠峰顶		0		
地接三茅岭，江迎子胥涛。	李德裕	游北固 其二		0		
鹅鸭宜长数，柴荆莫浪开。	杜甫	舍弟占归草堂检校聊示此诗		0		
镜池波太液，庄苑丽宜春。	李世民	登三台言志		0		
露花终裛湿，风蝶强娇饶。	李商隐	无题二首 其二		0		
知尔学无生，不应伤此别。	皎然	送至洪沙弥游越		0		
无谓柔可履，履柔者耻。	古之奇	县令箴		0		
无限少年非我伴，可怜清夜与谁同。	白居易	杪秋独夜		0		
运命随身搏，人生不自觉。	王梵志	诗并序 其七十四		0		
心了事未了，饥寒迫于外。	白居易	自在		0		
感激淮山馆，优游碣石宫。	李商隐	今月二日不自量度辄以诗一首四十韵干渎尊严伏蒙仁恩俯赐披览奖踰其实情溢于辞顾惟疏芜曷用酬戴辄复五言四十韵诗献上亦诗人咏叹不足之义也		0		
岘山一夜玉龙寒，凤林千树梨花老。	吕岩	剑画此诗于襄阳雪中		0		
阳崖枕白屋，几口嬉嬉活。	皮日休	其五 茶舍		0		
春蔬已为高僧掇，腊酝还因熟客开。	吴融	和座主尚书春日郊居		0		
榴枝婀娜榴实繁，榴膜轻明榴子鲜。	李商隐	石榴		0		
巴歌久无声，巴宫没黄埃。	白居易	登城东古台		0		
第五弦声最掩抑，陇水冻咽流不得。	白居易	新乐府 五弦弹 恶郑之夺雅也		0		
山中兰叶径，城外李桃园。	王勃	春庄		0		
冰谷明且秀，陵峦抱江城。	李白	自梁园至敬亭山见会公谈陵阳山水兼期同游因有此赠		0		
远峰生贵气，残月敛衰容。	司空图	即事九首 其六		0		
七里滩波喧一舍，五云溪月静三更。	皮日休	鲁望以轮钩相示缅怀高致因作三篇 其一		0		
人闷还心闷，苦辛长苦辛。	李白	江夏赠韦南陵冰		0		
未尽匡阜游，远欣罗浮美。	宋之问	自洪府舟行直书其事		0		
阳气初惊蛰，韶光大地周。	元稹	咏廿四气诗 惊蛰二月节		0		
道友当年深契会，老僧今日苦叮咛。	择禅师	因道吾指夹山寻师颂		0		
从旦直至昏，身心一无事。	白居易	闲居		0		
耳根得听琴初畅，心地忘机酒半酣。	白居易	琴酒		0		
夜濯金波满，朝倾玉露残。	白居易	牡丹		0		
薄暮欲归仍伫立，菖蒲风起水泱泱。	李建勋	题魏坛二首 其二		0		
香入肌肤花洞酒，冷侵魂梦石床云。	李中	赠钟尊师游茅山		0		
林泉应问我，不住意如何。	白居易	洛下诸客就宅相送偶题西亭		0		
寂莫曹司非热地，萧条风雪是寒天。	白居易	初授赞善大夫早朝寄李二十助教		0		
秋归方觉好，旧梦始知真。	李频	送许棠及第归宣州		0		
导我升绛府，长躯出天杪。	吴筠	游仙二十四首 其九		0		
紫微今日烟霄地，赤岭前年泥土身。	白居易	初加朝散大夫又转上柱国		0		
晓野方闲眺，横溪赏乱流。	无名氏	寒流聚细文		0		
云泉纷乱瀑，天磴屹横抱。	沈佺期	辛丑岁十月上幸长安时扈从出西岳作		0		
日月象，岳渎形。	不详	景震剑文		0		
出门妻子强牵衣，问我西行几日归。	李白	别内赴徵三首 其二		0		
我衰更懒拙，生事不自谋。	杜甫	发秦州		0		
直下识玄旨，罗纹结角是。	大义	颂		0		
夫人先即世，令子各清标。	杜甫	哭王彭州抡		0		
古木势如虺，近之恐相蠚。	皮日休	初夏游楞伽精舍		0		
牡丹相次发，城里又须忙。	王建	长安春游		0		
平生懒拙意，偶值栖遁迹。	杜甫	发同谷县		0		
努力努力遵三宝，何愁何虑不全身。	王梵志	回波乐 其六十一		0		
百人会中身不预，五侯门前心不能。	王维	不遇咏		0		
回首迩结灵，倾眸亲曜罗。	吴筠	步虚词十首 其七		0		
顶高元气合，标出海云长。	李白	秋日登扬州西灵塔		0		
念尔无忽此，期以庆吾门。	杜牧	留诲曹师等诗		0		
鸦鬟未成髻，鸾镜徒相知。	于濆	拟古意		0		
洛阳城阙天中起，长河夜夜千门里。	宋之问	明河篇		0		
勿喜犬不捕，勿誇雕不猜。	白居易	其九 和古社		0		
啼花蜀鸟春同苦，叫雪巴猿昼共饥。	杜荀鹤	酬张员外见寄		0		
子训成仙色似花，每人思见礼烟霞。	李郢	赠罗道士		0		
降除沾二弟，离拆已三房。	沈佺期	答魑魅代书寄家人		0		
古有经始，今存显敞。	李商隐	梓州道兴观碑铭		0		
此夜曲中闻折柳，何人不起故园情。	李白	春夜洛城闻笛		0		
猿躩时能啸，鸢飞莫敢鸣。	宋之问	入泷州江		0		
岂无骨肉亲，岂无深相知。	戎昱	汉阴吊崔员外坟		0		
寒蝉聒梧桐，日夕长鸣悲。	李白	代秋情		0		
眼看云鹤不相随，何况尘中事作为。	杜牧	望少华三首 其三		0		
乐天乐天，来与汝言。	白居易	自诲		0		
今日桃源客，相顾失归涂。	孔德绍	登白马山护明寺		0		
取此和仙药，犹治老病身。	王建	戏酬卢秘书		0		
萋萋麦陇杏花风，好是行春野望中。	羊士谔	野望二首 其一		0		
