allusion	variation_list
双凫（王乔）	['凫舄', '王乔舄', '飞凫舄', '双飞凫', '叶县凫', '王乔履', '两凫', '凫仙', '逐凫', '化凫', '翔凫', '双凫', '凫飞叶县', '王凫', '王乔凫舄', '仙人履', '凫集', '双凫飞去', '飞凫', '汉殿凫', '飞凫仙令', '化履', '赤舄飞朝', '飞凫仙子', '借凫', '令宰仙', '蹑凫骑', '王乔西飞', '下履凫', '叶县履', '叶县宰', '飞舄', '凫飞', '凫骑', '凫影', '两玉凫', '履曳凫', '王令', '王乔', '仙凫', '玉凫飞上', '云表飞屐']
柳营（周亚夫，徐厉）	['细柳营', '亚夫营', '如儿戏', '细柳军', '汉将营', '棘门灞上', '柳营', '细柳威', '棘门军', '营门柳', '太尉营', '棘门戏', '细柳旧营', '亚夫细柳营', '灞上儿战', '儿战将军', '汉将儿战', '柳作赢', '细柳豪雄', '亚夫垒', '应夫营', '赢伴将军']
平津（公孙弘，薛泽）	['开东阁', '平津阁', '平津馆', '平津邸', '丞相阁', '孙弘阁', '开黄阁', '平津东阁', '公孙阁', '平津', '孙阁', '东阁留宾', '弘阁', '东阁', '招贤阁', '冬阁', '开阁', '东阁延宾', '开阁伫孙弘', '翘才客', '开阁延贤', '叩阁']
桑田（麻姑）	['蓬莱清浅', '沧海桑田', '桑田变', '桑田沧海', '海扬尘', '蓬莱浅', '蓬莱水浅', '海生桑', '海变桑田', '沧海扬尘', '桑海变', '沧海尘', '东海扬尘', '海变田', '飞黄埃', '海为田', '桑田改', '海生尘', '海水桑田', '桑田成海', '沧海尘飞', '尘飞沧海', '尘扬海', '碧海尘', '东海桑田', '东海栽桑', '海桑陵谷', '桑田清浅', '阅海桑', '碧海红尘', '沧海成尘', '沧海成田', '沧海飞尘', '尘生沧海', '桑田变易', '碧海扬尘', '尘生碧海', '东海生黄埃', '海化田', '海水成尘', '海田枯', '海无三尺水', '河生尘', '蓬海变', '三浅蓬莱', '桑海', '变幻桑田', '渤海桑田', '沧波变陆', '沧海成陆', '扶桑乍几尘', '观海变', '海底翻无水', '海底飞尘', '海底生桑', '海枯成田', '海水三清浅', '海水扬胡尘', '海水栽桑', '海涛浅', '鲸波浅', '巨海枯', '枯桑田', '莱洲频度浅', '蓬岛尘狂', '清水起黄尘', '弱水三浅清', '三度扬尘', '桑亩移', '桑田几兴废', '桑田移碧海', '桑栽海', '世变桑田', '水为尘', '涨海枯', '沧海化黄土', '沧桑', '东海水清浅', '飞尘赴海', '海尘', '海已水干', '河海不栽桑', '洪涛成桑', '鲲海洋尘', '陵变耕海', '蓬海飞尘', '千度桑田', '清浅三变', '桑林没东海', '桑田', '桑栽东海']
蜀魄（杜宇）	['杜鹃啼血', '鹃啼血', '蜀鸟', '泣杜鹃', '杜鹃魂', '古帝魂', '望帝春心', '蜀帝魂', '口流血', '蜀魂', '杜魄', '啼成血', '蜀魄', '蜀天子', '悲蜀帝', '蜀帝王', '子规', '杜魂', '望帝啼鹃', '魂作杜鹃', '望帝愁魂', '杜鹃积恨', '杜宇啼血', '杜宇', '鹃血', '口血', '蜀王遗魄', '蜀王作鸟', '蜀羽怨红啼断', '啼鹃', '啼血', '望帝', '望帝归魂', '昔帝恨', '冤魂化禽']
沧洲	['沧洲', '沧州']
登龙（李膺）	['龙门客', '李门', '登龙客', '李膺门', '元礼门', '登龙', '登龙门', '龙门', '见李膺', '膺门', '御李', '御李君', '得御李君', '李膺客', '登龙宾', '李膺门馆', '龙门主', '登门', '李膺龙门', '无礼许登门']
五湖心（范蠡，勾践）	['五湖船', '五湖舟', '泛五湖', '范蠡舟', '五湖游', '五湖心', '范蠡船', '五湖烟月', '范蠡扁舟', '五湖去', '五湖客', '归五湖', '钓五湖', '五湖范蠡', '范舟', '五湖旧约', '五湖闲', '范蠡泛舟', '少伯舟', '爱五湖', '五湖扁舟', '五湖倦客', '越蠡扁舟', '越相舟', '范生智', '浮家五湖', '陶朱生', '渔舟范蠡', '越相功成去', '越相烟波', '朱公江海去', '扁舟子皮', '五湖悼', '五湖愿', '五湖舟揖']
严陵（严光）	['严子', '严君', '严光', '严家', '严陵', '子陵']
冯唐	['冯唐', '冯唐老', '老郎', '老冯唐', '冯唐已老', '为郎久', '冯唐白首', '冯颠', '冯招', '白首不见招', '冯公老', '冯唐头白', '荐冯唐', '老冯公', '晚似冯公', '白首为郎', '冯唐笑', '浩首悲冯', '郎署二毛']
蝴蝶（庄子）	['蝴蝶梦', '蝴蝶飞', '庄蝶', '庄周梦', '迷蝶', '胡蝶梦', '庄生蝶', '梦中蝴蝶', '庄生梦', '庄叟梦', '庄周梦蝶', '漆园蝶', '南华蝶', '魂蝶', '一枕蘧蘧', '园吏梦', '梦里蝴蝶', '蘧蘧觉', '蝶梦', '蝴蝶', '梦蝶', '梦中飞蝶', '化蝶', '南华春梦', '身世蝶', '栩栩花间蝶', '著枕蘧蘧']
黄金台（燕昭王，郭隗）	['黄金台', '郭隗台', '隗始', '燕昭台', '隗台', '台上黄金', '郭隗金', '始隗', '燕王台', '燕台', '燕昭筑台', '尊隗', '郭隗宫', '郭隗始', '延郭隗', '恩从隗始', '高台黄金', '郭隗尊', '隗在燕', '千金筑台', '郭隗见招', '黄金独名台', '黄金峻', '隗贵重', '隆郭隗礼', '师郭隗', '拥彗']
青鸟（刘彻，西王母）	['青鸟使', '三青鸟', '青鸟信', '青鸾信', '青鸟', '青鸟书', '西来青鸟', '青鸾翼', '传书青鸟', '仙家鸟', '青鸟衔笺', '三鸟', '青雀', '青禽', '小鸟传仙语', '青鸾']
柏台	['台柏', '台乌', '柏署', '柏台', '柏乌', '御史乌', '乌府', '乌府客', '乌台', '御史府中乌', '朝夕乌', '栖乌还得府', '宪乌', '柏林']
鸳鹭	['鸳鹭行', '鹓鹭班', '振鹭行', '鸳鹭群', '鸳鹭', '鸳行', '鹓鹭', '鹓鸾序', '鹓行', '鹓署', '鸳鸶行']
勒燕然（窦宪）	['勒燕然', '燕然石', '铭燕然', '勒燕然铭', '燕然勒石', '燕山石', '铭燕石', '燕山铭', '燕然未勒', '勒燕然石', '燕然功', '燕然颂', '窦宪勒燕然', '勒功', '铭非窦冠军', '铭功', '铭勒燕山', '铭塞外勋', '铭石', '铭崖笔', '岘樊铭', '燕然车骑功', '燕然勒铭', '燕山碑', '刻铭天山', '刻燕然石', '勒勋燕石', '勒燕山石', '铭功燕然', '铭山', '铭勋燕山']
途穷（阮籍）	['穷途哭', '哭途穷', '穷途泪', '泣途穷', '哭穷途', '阮籍途', '泣穷途', '阮途穷', '步兵哭', '穷途恸', '阮籍哭', '阮途', '途穷哭', '哀道穷', '阮籍穷途哭', '阮生恸', '哀途穷', '穷途老阮', '阮籍泪', '阮生车', '途穷', '途穷泣', '步兵泣路', '穷途', '阮公失路', '路穷']
金谷（石崇）	['金谷园', '金谷', '金谷诗', '金谷数', '罚依金谷', '金谷路', '金谷俊游', '金谷佳期', '金谷香销', '金谷重楼']
投笔（班超）	['燕颔', '虎头燕颔', '封侯骨', '封侯相', '燕颔封侯', '投笔', '班笔掷', '班超束书', '掷笔', '安能守笔砚', '定远见弃', '弃笔']
嫦娥（羿，姮娥）	['长生药', '月中人', '孀娥', '偷药', '羿妻', '嫦娥奔月', '恒娥', '药娥', '姮娥寡', '月娥孀独', '奔月成仙', '奔月偶桂', '姱娥', '羿妻窃药', '月中孀', '奔月', '姮娥捣药', '素娥', '月娥孤', '月里人', '伴娥孤另', '常娥', '嫦娥', '姮娥', '后羿寻', '窃药']
嫖姚（霍去病）	['霍嫖姚', '霍将军', '霍骠骑', '嫖姚', '将门胜霍', '献凯惭霍']
东山（谢安）	['东山屐', '东山', '东山意', '东山趣', '东山芳意', '东山捷径']
梅福	['神仙中人', '梅子真', '南昌尉', '梅尉', '梅翁', '神仙道', '神仙尉', '吴市隐', '梅真', '梅福隐', '市门卒', '隐市门', '变名吴市', '吴市仙', '吴门变姓', '梅仙', '沦一尉', '梅少府', '梅生', '梅市门', '梅市隐', '愧梅福', '梅福辞官', '梅福隐吴', '梅家鹤', '梅知解绂', '南昌仙籍', '守市阛', '逃梅福', '吴市高人', '仙伯', '仙人梅', '九江神仙', '梅福', '仙吏', '仙尉', '隐吏', '子真']
悲秋（宋玉，屈原）	['宋玉悲', '宋玉悲秋', '悲秋', '宋玉怨', '悲同楚大夫', '宋玉登山', '宋玉含凄', '宋玉伤怀']
魏阙（公子牟）	['魏阙心', '心魏阙', '忘魏阙', '子牟心', '魏阙', '子牟恋', '心存阙', '恋魏阙', '子牟意', '心居魏阙', '子牟存阙下', '子牟眷魏阙']
赤松（刘邦，张良，王子乔，黄初平）	['松乔', '赤松子', '赤松游', '慕赤松', '赤松期', '赤松去', '追赤松', '从赤松游', '松乔约', '松子', '赤松志', '觅松子', '少傅赤松游', '笑随赤松', '赤松', '乔松']
习家（山简）	['习家池', '高阳侣', '高阳池', '高阳兴', '高阳会', '高阳伴', '习池', '习家', '习家塘', '高阳宴', '习氏宅', '离阳兴']
五斗米（陶潜）	['五斗米', '折腰五斗', '五斗折腰', '五斗粟', '折腰吏', '为米折腰', '折腰为米', '折腰为五斗', '五斗禄', '五斗折', '屈腰', '折腰辱', '元亮折腰', '辞小秩', '腰恒折', '折腰禄', '折腰营口腹', '不事小儿', '低头为米', '督邮束带', '为米负初心', '折为督邮腰', '折腰升斗', '斗粟', '腰折', '渊明五斗米', '渊明未肯低头为米']
远公（释慧远）	['庐山远', '雁门僧', '惠远', '远师', '远公']
貂裘（秦惠王，苏秦）	['黄金尽', '黑貂裘', '季子裘', '貂裘敝', '敝貂裘', '不下机', '季子貂裘', '黑貂裘敝', '貂敝', '黑裘', '弊貂裘', '黑貂敝', '十上', '鸣机妇', '十上劳', '乌貂裘', '下机人', '敝黑貂裘', '季裘', '剩貂裘', '乌裘敝', '妻嫂欺', '敝洛阳', '尘暗旧貂裘', '耻妻嫂', '貂裘', '还家畏嫂轻', '怀书十上秦', '黄金百斤尽', '落魄苏秦', '破却貂裘', '秦貂没', '秦裘', '裘敝金尽', '苏家妇', '苏秦憔悴', '乌裘十上', '皂貂破敝', '敝裘', '敝裘自愧', '惭妻嫂', '典却乌貂裘', '貂裘不畏雪', '貂裘尘满', '风尘黑貂', '季子金尽', '季子贪', '妻嫂笑', '苏秦耻妻嫂', '乌裘入秦', '乌裘滞秦', '行看嫂下机', '应嗔不下机']
洛浦（宓妃，曹植）	['凌波步', '凌波袜', '洛川神', '洛妃', '凌波微步', '赋洛神', '罗袜凌波', '凌波仙子', '凌波罗袜', '罗袜尘', '罗袜生尘', '罗尘', '洛浦凌波', '袜生尘', '甄妃', '步罗袜', '凌波人', '洛灵', '感甄', '洛赋', '生尘袜', '洛浦尘', '洛浦神仙', '洛水妃', '生尘步', '尘生步', '尘生洛浦', '洛媛', '袜生埃', '陈王见罗袜', '思罗袜', '盈盈微步', '子建怜罗袜', '波明洛浦', '步袜江妃', '陈思朝洛', '陈王睹丽', '陈王见袜', '凌波路冷', '罗袜轻尘', '洛川妃子', '洛浦鸿', '洛浦娉婷', '宓妃洛河', '宓妃袜', '弄波素袜', '轻盈洛浦', '神妃袜', '托陈王', '袜罗尘褪', '陈王赋', '春罗袜', '凌波', '罗袜', '洛川遇', '洛浦', '洛神', '洛渚尘步', '宓妃', '宓妃尘袜', '拾翠', '袜尘']
楚狂（孔子，楚狂）	['衰凤', '接舆狂', '凤衰', '楚狂接舆', '接舆歌', '狂接舆', '笑孔丘', '凤兮', '接舆醉', '叹凤', '楚狂', '楚狂醉倒', '楚人凤', '凤歌', '歌凤', '狂歌', '陆通歌凤', '行歌叹凤', '楚狂紫', '葛凤', '接舆', '迷阳']
邵平（召平）	['邵平瓜', '故侯瓜', '东陵瓜', '青门瓜', '东陵侯', '五色瓜', '东门瓜', '东陵五色', '青门种瓜', '青门五色瓜', '青门隐', '种瓜侯', '芸瓜', '东陵子', '东陵故侯', '东陵种瓜', '召平瓜', '傍青门', '邵平瓜圃', '邵平园', '东陵老', '青门故侯', '邵平种', '东陵梦', '隐故侯', '城东瓜', '故侯', '觅故侯', '邵平东陵', '邵生瓜田', '种瓜东门', '卜隐青门', '锄瓜士', '东陵晦迹', '故侯瓜圃', '寂寞种瓜', '卖瓜侯', '邵平不见', '邵平田', '手种瓜圃', '守瓜垄', '无田种瓜', '五色东陵瓜', '种瓜五色', '瓜荒', '瓜垄访故侯', '瓜送东陵', '瓜田故侯', '邵平', '种瓜']
团扇（班婕妤）	['怨秋风', '婕妤怨', '齐纨扇', '手中扇', '悲团扇', '班姬扇', '秋风扇', '班扇', '团扇诗', '怜团扇', '班女扇', '捐扇', '泣团扇', '悲秋扇', '捐箧', '题秋扇', '团扇', '团扇悲秋', '团扇妾', '收团扇', '纨扇题诗', '班姬题扇', '婕妤团扇', '团扇捐', '团扇怨秋风', '班姬月', '班家扇', '班女怨', '悲素扇', '班姬泣', '班姬箧', '班女恨', '裁洁素', '逢秋扇', '感婕妤', '过秋纨扇', '汉姬纨扇', '汉主妃', '婕妤扇', '齐纨怨思', '妾扇', '秋风弃扇', '秋扇', '秋扇留句', '身世如团扇', '团扇悲歌', '团扇三秋怨', '团扇逐秋风', '纨扇曲中秋', '班妾秋扇', '悲婕妤', '宫扇怨秋风', '汉宫圆扇成咏', '托意唯团扇']
金屋（刘彻）	['黄金屋', '金屋']
相如渴（司马相如）	['相如渴', '病相如', '相如病', '文园多病', '多病文园', '相如消渴', '相如病渴', '长卿病', '司马渴', '马卿多病', '多病马卿', '相如渴病', '茂陵卧', '病渴人', '临邛渴', '文园病客', '茂陵多病', '茂陵病', '病损文园', '相如病久', '相如酒渴', '病渴', '马卿带疾', '茂陵无病', '相如渴疾', '消渴']
鼎湖（黄帝）	['鼎湖龙去', '鼎湖龙', '乌号弓', '抱弓', '号弓', '龙举', '抱遗弓', '攀龙髯', '遗弓泪', '鼎湖龙远', '黄帝鼎', '龙髯', '泣龙髯', '鼎湖', '弓堕', '鼎成', '堕乌号', '弓堕龙髯', '龙髯绝', '攀龙须', '轩辕乘龙', '龙髯飞堕', '太息乌号', '铸鼎', '乘龙', '鼎气成龙', '堕地号弓', '龙驾上丹霄', '龙驭', '攀髯', '桥山弓箭', '乌号', '遗弓', '遗剑鼎', '余剑舄']
迁莺	['乔迁', '出谷莺', '莺谷', '莺出谷', '迁乔木', '迁谷', '迁莺', '出谷禽', '迁莺侣', '谷中莺', '迁乔', '莺迁', '娇莺离幽谷', '迁乔乐', '乔木初迁', '出谷迁莺', '谷莺', '山谷迁乔']
骊珠	['骊龙珠', '骊龙颔', '骊宫', '探珠', '骊龙睡', '颔珠', '探龙颔', '骊颔珠', '骊珠', '抱珠睡', '颔下骊珠', '骊龙吐珠', '骊龙颔珠', '龙颔摘明珠', '龙休睡', '睡骊目', '探颔', '宝夺骊龙', '采珠勿惊龙', '苍龙颔底珠', '老龙吐珠', '龙颔摘珠', '窃龙颔', '睡中龙', '偷珠', '珠归龙窟', '采珠', '藏珠', '骊龙', '龙颔', '龙眠失珠', '龙醒遗珠', '衔珠', '遭龙伯睡']
庾楼（庾亮，殷浩）	['庾楼', '兴不浅', '据胡床', '庾公楼', '庾亮楼', '明月南楼', '坐胡床', '老子兴不浅', '南楼老子', '庾亮南楼', '醉倚胡床', '胡床老子', '老子上南楼', '兴不薄', '诸君少住', '胡床待月', '庾令楼', '胡床谈笑', '今古一南楼', '南楼高兴', '延参佐', '胡床邀月', '楼移庾亮', '兴方不浅', '庾公爱月', '庾侯席', '庾监高楼', '月向元规', '胡床', '南楼', '南楼使君', '殷浩赋南楼', '元规爱月', '元规啸咏']
南风（舜）	['舜弦', '虞弦', '薰琴', '解愠风', '南风薰', '咏南风', '南薰曲', '南风琴', '薰风解愠', '南风歌', '虞薰', '南风弦', '南风解愠', '风解愠', '五弦歌', '舜歌南风', '熏弦', '南薰', '薰风', '南风', '熏风', '解愠', '舜琴']
鸣琴（宓子贱）	['不下堂', '宓子贱', '单父琴', '宓贱', '子贱琴', '鸣琴单父', '宓贱琴', '鸣琴', '宓子弹琴', '单父鸣琴', '琴堂', '宓公', '宓生', '弹琴高堂', '流水声中视公事', '鸣琴子贱堂', '单父肘', '鲁宓', '鸣琴化洽', '鸣弦坐', '山县弹琴', '堂上五弦', '小邑弹琴', '子贱歌', '宓侪', '鸣弦', '绮琴化洽', '易俗张琴', '张琴易俗', '子贱堂']
落帽（孟嘉，桓温）	['落帽风', '龙山落帽', '落乌纱', '西风吹帽', '龙山帽', '风落帽', '孟嘉落帽', '龙山客', '落帽人', '孟嘉帽', '吹乌帽', '落帽', '龙山宴', '龙山吹帽', '登高落帽', '龙山佳会', '堕帽', '落帽孟嘉', '龙山胜集', '重阳帽', '吹帽', '惊乌帽', '龙山对孟嘉', '帽受西风', '乌帽任风吹', '参军吹帽', '参军往事', '吹堕白纶巾', '吹帽狂司马', '堕轻帽', '客帽欺风', '老嘉破帽', '龙山置酒', '帽逐秋风', '孟嘉吹帽', '孟嘉狂醉', '山头吹帽', '山头落帽', '损帽', '醉里乌纱', '登高龙山', '惊飙捲乌纱', '南朝狂客帽', '鸟帽落', '破帽惊吹', '破帽恋头', '乌帽风里坠', '乌纱随风', '无帽厌西风']
长沙鵩（贾谊）	['长沙鵩', '鵩鸟赋', '占鵩', '贾鵩', '赋长沙', '栖鵩', '鵩入', '鵩鸟入', '贾谊鵩', '遭鵩鸟', '长沙湿', '鵩如鸮', '见鵩', '叹鵩', '贾鵩悲', '贾生对鵩', '贾生叹鵩', '问鸮', '鸮灾', '服鸟灾', '鵩鸟讳', '鸟伤贾傅', '问鵩灾', '野鸟灭王傅']
邻笛（向秀，吕安，嵇康）	['山阳笛', '邻家笛', '山阳闻笛', '横笛一声', '邻人笛', '山阳赋', '山阳作', '山阳恨', '山阳夜笛', '闻笛赋', '赋山阳', '邻人吹笛', '邻笛', '吕安亡', '山阳旧侣', '山阳怨笛', '山阳宅', '隔江笛', '河里笛', '风悲笛', '为笛声怀旧', '闻笛', '向秀归来', '向子赋', '风笛怆四邻', '落日闻笛']
锦字（苏若兰）	['相思字', '回文锦', '锦纹', '锦字书', '机中锦字', '挑锦字', '锦字回文', '织锦回文', '机上回文', '锦字', '秦川锦', '织锦人', '锦意', '鸳纹', '窦锦', '织锦回文诗', '织锦妻', '灯下锦', '回文', '缄锦字', '锦书', '锦纹织', '锦字梭', '思锦字', '鸳机锦字', '织锦新诗', '裁诗挑锦', '窦闺织妇', '窦家锦字', '红丝织字', '回织别离字', '解织宜名蕙', '锦妇机中字', '锦织回鸾', '锦中文', '秦川窦氏妻', '秦川织锦机', '诗织锦梭', '苏氏锦', '织锦', '寄书织锦', '诗字锦', '璇玑断肠图', '鸳机寄锦']
五侯	['五侯']
弹铗（田文，冯谖）	['食无鱼', '出无车', '食有鱼', '弹长铗', '歌鱼', '长铗归来', '出有车', '歌长铗', '冯驩弹铗', '长铗歌', '弹铗', '吴鱼', '先生弹铗', '弹铗思鱼', '孟尝鱼', '无鱼弹铗', '弹剑', '冯铗', '归来长铗', '归长铗', '叹无车', '冯谖剑', '食鱼心', '长铗依人', '耻弹门下铗', '弹铗无舆', '弹剑作歌', '葛鱼', '驩弹铗', '依人弹铗', '长铗歌弹', '待食鱼', '冯驩', '冯谖有鱼', '剑歌', '剑铗悲歌', '剧弹剑铗', '愧有鱼', '孟尝君黄齑社', '贫铗为谁谭', '食鱼', '倚柱', '长铗', '长铗涩', '长铗忘贫', '长剑归来']
送酒（陶潜，王弘）	['醉菊花', '白衣送酒', '陶令酒', '彭泽酒', '陶潜酒', '醉东篱', '白衣酒', '无钱对菊', '陶家酒', '王弘送酒', '陶潜杯', '送酒', '陶宰酒', '携觞王太守', '渊明把菊', '送酒无人', '渊明醉倒', '渊明风流', '渊明重九', '篱边怅望', '渊明爱重九']
青眼（阮籍）	['青白眼', '青眼高歌', '青眼客', '青盼', '俗眼白', '两眼青', '青眼', '白眼', '眼常白', '青眼士', '眼生白', '阮籍青眼', '生眼白', '眼青', '碧眼', '日向幽人青']
王母（西王母）	['西王母', '瑶池阿母', '王母瑶池', '瑶池王母', '瑶池母', '阿母', '层城阿母', '西海期', '西母', '献桃人', '金母', '王母', '王母降临']
